Unnamed: 0,userName,Title,Review,Rating,cleaned_Review,Have assessablity Issue,Assessability Issue Type
,kebessie,Bare,"Messages take days on either end, if your message get flagged they donâ€™t tell you why, just deemed inappropriate. I have reviewed my messages several times over and cannot find what makes it inappropriate and yet they keep the credit that used to send it. Mine seem to get flagged when thereâ€™s a picture involved and the picture would be of the outside of my house or with a glass of wine somewhere in it. Nothing sexual or threatening. No number to call, no customer support. No way of knowing if the credits sent actually goes where it is supposed. So shady IMO",1,message take day on either end if your message get flagged they don t tell you why just deemed inappropriate i have reviewed my message several time over and cannot find what make it inappropriate and yet they keep the credit that used to send it mine seem to get flagged when there s a picture involved and the picture would be of the outside of my house or with a glass of wine somewhere in it nothing sexual or threatening no number to call no customer support no way of knowing if the credit sent actually go where it is supposed so shady imo,Yes,UI Accessibility Issues (UI)
,needs fix911,Signing up,Screen goes black once I enter my zip code so I am unable sign.,1,screen go black once i enter my zip code so i am unable sign,Yes,UI Accessibility Issues (UI)
,ðŸ“„ðŸ–Š,bug buggy,"Poor UI design, user experience lacks functionality or simplicity. An amateur could come up with a better design using custom CSS. if you want to avoid your messages disappearing; write it first into a notepad, copy paste and send right away so the website doesnâ€™t timeout. App is a money grabbing Cheap piece of poop overall",1,poor ui design user experience lack functionality or simplicity an amateur could come up with a better design using custom cs if you want to avoid your message disappearing write it first into a notepad copy paste and send right away so the website doesn t timeout app is a money grabbing cheap piece of poop overall,Yes,UI Accessibility Issues (UI)
,Roy_Baty,Piece of crap app,The app wonâ€™t attach pictures or video from an iPhone 11. Maybe I should get a government contract to make an app. I could copy and paste some code from google and if it doesnâ€™t work oh well. Thatâ€™s basically what these app makers did.,1,the app won t attach picture or video from an iphone maybe i should get a government contract to make an app i could copy and paste some code from google and if it doesn t work oh well that s basically what these app maker did,Yes,UI Accessibility Issues (UI)
,Scc81,Trying the app,It wonâ€™t let me make an account. Once I try to put in me zip code the screen goes black.,1,it won t let me make an account once i try to put in me zip code the screen go black,Yes,UI Accessibility Issues (UI)
,cookbeats,Trash App,"This company and app is absolutely trash. When setting up an account, the state button makes my screen go blank and does not go back to normal. No update on this app in 7 months. Using an iPhone 13 Pro. Iâ€™ll get an android to see if that works.",1,this company and app is absolutely trash when setting up an account the state button make my screen go blank and doe not go back to normal no update on this app in month using an iphone pro i ll get an android to see if that work,Yes,UI Accessibility Issues (UI)
,Nick Clendenning,App constantly has error messages. Overpriced.,Predatory prices taking advantage of people. The app worked the first day. They got me to load up money for credits to be able to message. I was able to send a few photos that first day. They got approved the next day. And now I canâ€™t get anymore messages to send. It keeps giving me error messages. Iâ€™ve deleted and reinstalled and still the same errors. I gave it a few days thinking it could be an app problem and still same errors.,1,predatory price taking advantage of people the app worked the first day they got me to load up money for credit to be able to message i wa able to send a few photo that first day they got approved the next day and now i can t get anymore message to send it keep giving me error message i ve deleted and reinstalled and still the same error i gave it a few day thinking it could be an app problem and still same error,Yes,UI Accessibility Issues (UI)
,THEFAB$,Poor,This is an extremely poor app. I use it to do a video chats. First did not know GTL did not support iPhone/IPad for video chat. I Was told I was going to get a complete refund of the two video chats that did not go through of $14. Also my family member was not going to be available for a video chat I had scheduled. 4 days in advance I tried to cancel the scheduled video chat and I was still going to be charge the 4 dollars. This is a f::king rip off. I use Jpay for everything else except for the video chat. If it all possible avoid this app they do not care. If I could give negative stars I would have.,1,this is an extremely poor app i use it to do a video chat first did not know gtl did not support iphoneipad for video chat i wa told i wa going to get a complete refund of the two video chat that did not go through of also my family member wa not going to be available for a video chat i had scheduled day in advance i tried to cancel the scheduled video chat and i wa still going to be charge the dollar this is a fking rip off i use jpay for everything else except for the video chat if it all possible avoid this app they do not care if i could give negative star i would have,Yes,Compatibility with Assistive Technologies (CAT)
,Shortaynhogan,Worst example of updated technology!,"This is the worst app. Unfortunately itâ€™s the ONLY app available to send out love ones digital messages in the PA DOC. 
 -There are so many problems and outdated options, it doesnâ€™t make sense that we are even paying .25/2000 characters. Furthermore
 - you canâ€™t even send 2000 characters if you have more than 25 line breaks?!?!? Seriously? 
 -Quotation marks are deleted in the sent message. YES, it makes a BIG difference when this is the only communication we have (other than copies of letters and paper that are MADE from a different company that I donâ€™t trust are destroyed when they are originally digitally stored.)
 -colons (:) are removed in the sent message so it doesnâ€™t make sense to recipient that although I entered 2:00 P.M.. It instead shows 20 P.M. in the sent messages for the recipient (and in my sent box) even though thatâ€™s not what I typed.
 -the customer service is horrible. The issues are not resolved or it takes hours on multiple phone calls to resolve.
 -If I had another choice i definitely would NEVER choice GTL for these options. JPAY is so much more advanced in their technology for digital messaging. Why canâ€™t GTL even try to be more advanced after over 4 years?",1,this is the worst app unfortunately it s the only app available to send out love one digital message in the pa doc there are so many problem and outdated option it doesn t make sense that we are even paying character furthermore you can t even send character if you have more than line break seriously quotation mark are deleted in the sent message yes it make a big difference when this is the only communication we have other than copy of letter and paper that are made from a different company that i don t trust are destroyed when they are originally digitally stored colon are removed in the sent message so it doesn t make sense to recipient that although i entered pm it instead show pm in the sent message for the recipient and in my sent box even though that s not what i typed the customer service is horrible the issue are not resolved or it take hour on multiple phone call to resolve if i had another choice i definitely would never choice gtl for these option jpay is so much more advanced in their technology for digital messaging why can t gtl even try to be more advanced after over year,Yes,UI Accessibility Issues (UI)
,Been done before,WAY TO MANY ISSUES!!!,"This is by far the worst app I have ever used. What is so hard about sending messages? So many times I have been almost done entering my message and it freezes up. The screen gets tinted and I can not save it into drafts, send it, nothing but back out. I retype and it happens again. I have been trying to send a message for a week now & cant. The app made me update so I did. Now I can open the messages but they are all blank. I canâ€™t read any of the previous messages or the new ones sent to me. I called customer service, they said the obvious answer, high volume due to the holidays. Thatâ€™s a lie. I type mine at 4am. How much volume is there at 4am. Quit using the holidays for an excuse and get your act together. This has been going on way before the holidays. Can you not prepare for holidays? Iâ€™m so done with ConnectNetwork. Also, customer service told me they had numerous complaints about this issue. To go onto the website until the app gets fixed. Guess what, the website aloud me to at least see and read my incoming messages but also freezes in the middle of typing a message. This is not fair what youâ€™re doing to the inmates. I think we should have options on the carrier to use for messaging. Then maybe ConnectNetwork would step it up. Very disappointed",1,this is by far the worst app i have ever used what is so hard about sending message so many time i have been almost done entering my message and it freeze up the screen get tinted and i can not save it into draft send it nothing but back out i retype and it happens again i have been trying to send a message for a week now cant the app made me update so i did now i can open the message but they are all blank i can t read any of the previous message or the new one sent to me i called customer service they said the obvious answer high volume due to the holiday that s a lie i type mine at am how much volume is there at am quit using the holiday for an excuse and get your act together this ha been going on way before the holiday can you not prepare for holiday i m so done with connectnetwork also customer service told me they had numerous complaint about this issue to go onto the website until the app get fixed guess what the website aloud me to at least see and read my incoming message but also freeze in the middle of typing a message this is not fair what you re doing to the inmate i think we should have option on the carrier to use for messaging then maybe connectnetwork would step it up very disappointed,Yes,UI Accessibility Issues (UI)
,be882211,Fix bugs,I canâ€™t see my message fixxxxxxxxitttttttttt,1,i can t see my message fixxxxxxxxitttttttttt,Yes,UI Accessibility Issues (UI)
,Sweetpeace12,Customer service is horrible,"I have money on the advance pay app. This app!!!!! And customer service keeps telling me itâ€™s on my husbands pin acc. Itâ€™s not. I can see it still there. He canâ€™t touch it and Iâ€™ve asked them to move it. 
 Then I have a second phone that I asked them to transfer my money off it to my main number!!!! They finally put ticket in to move my money on the 16th and just checked and itâ€™s still there!!! This is bull, I probably spend 300.00 a month or more and these companies do what they want",1,i have money on the advance pay app this app and customer service keep telling me it s on my husband pin acc it s not i can see it still there he can t touch it and i ve asked them to move it then i have a second phone that i asked them to transfer my money off it to my main number they finally put ticket in to move my money on the th and just checked and it s still there this is bull i probably spend a month or more and these company do what they want,Yes,Input and Control Issues (INPUT)
,bnicci,If I could give it zero stars I would,"Messages are delayed most of the time and sometimes theyâ€™re never received! I havenâ€™t been able to send a photo as when I click the photo to send, it wonâ€™t upload. Today when I tried, the photos from my library wouldnâ€™t even show up. As much money as this company makes taking advantage of the families and loved ones of those incarcerated you would think they could at least fix this crappy app.",1,message are delayed most of the time and sometimes they re never received i haven t been able to send a photo a when i click the photo to send it won t upload today when i tried the photo from my library wouldn t even show up a much money a this company make taking advantage of the family and loved one of those incarcerated you would think they could at least fix this crappy app,Yes,UI Accessibility Issues (UI)
,Kmcmoss,Hate this app/website,"This app/website is terrible!!! Constantly deletes messages, sends messages but says there was an error so you send them again and waste credits and times out and glitches all the time! Says my husband doesnâ€™t exist in the system so my daughter canâ€™t write him from her phone. Limits your characters so you have to divide up your letter and send it as several separate letters. Worst designed app/website ever created.",1,this appwebsite is terrible constantly deletes message sends message but say there wa an error so you send them again and waste credit and time out and glitch all the time say my husband doesn t exist in the system so my daughter can t write him from her phone limit your character so you have to divide up your letter and send it a several separate letter worst designed appwebsite ever created,Yes,UI Accessibility Issues (UI)
,Richard Hurtzer,Password issues,"Please fix the app!!!!! It wonâ€™t allow me to enter the password I set online, doesnâ€™t give me an option for forgot password anymore, only username. I have to reset the password every time I load money on the books.",1,please fix the app it won t allow me to enter the password i set online doesn t give me an option for forgot password anymore only username i have to reset the password every time i load money on the book,Yes,Input and Control Issues (INPUT)
,thfhfty,Questionable app,I have been trying to set this app up but every username is taken. How is that possible? I give this app 2 ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½,1,i have been trying to set this app up but every username is taken how is that possible i give this app,Yes,UI Accessibility Issues (UI)
,Mrs. Biznezz,Needs major improvements,"I hate that whenever I sign out of my app I have an issue logging back in. I try to reset my password and it always tell me my security answer is WRONG, but if I choose I forgot my username and enter my email and security answer it works. Itâ€™s stressful enough people have to pay fees, but why make things more complicated. Itâ€™s easier to verify our account if we enter our phone numbers to receive a verification code to enter. Then if you create a new account you canâ€™t add your phone number to put money on your line because it registered to another account. Then there is no way we can delete our account nor customer service and our card information stays on there also. Letâ€™s be real, anyone can answer the security question if they know you itâ€™s not like you can create your own question to make it harder and it doesnâ€™t give you many options. I only reinstalled the app because it wouldnâ€™t allow me to add money to my love ones pin account.",1,i hate that whenever i sign out of my app i have an issue logging back in i try to reset my password and it always tell me my security answer is wrong but if i choose i forgot my username and enter my email and security answer it work it s stressful enough people have to pay fee but why make thing more complicated it s easier to verify our account if we enter our phone number to receive a verification code to enter then if you create a new account you can t add your phone number to put money on your line because it registered to another account then there is no way we can delete our account nor customer service and our card information stay on there also let s be real anyone can answer the security question if they know you it s not like you can create your own question to make it harder and it doesn t give you many option i only reinstalled the app because it wouldn t allow me to add money to my love one pin account,Yes,Input and Control Issues (INPUT)
,Osias's mom,Bugs,I forget my username and it continually says itâ€™s being sent to my email but it is not,1,i forget my username and it continually say it s being sent to my email but it is not,Yes,Input and Control Issues (INPUT)
,MzzHarris,Not very good,"The turn around time for me to receive and the incarcerated to get messages is way too long; sometimes 5 hours to 24 hours or even days; and that is absolutely unacceptable! What ever happened to the â€œRequest A Call buttonâ€???? Itâ€™s no longer there! Iâ€™m highly disappointed in this application and I thought the switch was because it was suppose to be a better company or application. You donâ€™t have a problem charging for these high a** calls but deliver crappy service. At one point I added money to the phone while he was trying to reach me without hanging up and my transaction was successful and money was debited from my account because I checked, but the credit NEVER went on my end or his.",1,the turn around time for me to receive and the incarcerated to get message is way too long sometimes hour to hour or even day and that is absolutely unacceptable what ever happened to the request a call button it s no longer there i m highly disappointed in this application and i thought the switch wa because it wa suppose to be a better company or application you don t have a problem charging for these high a call but deliver crappy service at one point i added money to the phone while he wa trying to reach me without hanging up and my transaction wa successful and money wa debited from my account because i checked but the credit never went on my end or his,Yes,Navigation and Interaction Problems (NAV)
,KA5412,Password reset is pissing me off,I hate this site. Every day I try to log in I have to reset my password after i reset it it will work all day but the next day I have to reset it again itâ€™s annoying and then when you try to call no one wants to help you resolve your issue I canâ€™t wait until my man gets out,1,i hate this site every day i try to log in i have to reset my password after i reset it it will work all day but the next day i have to reset it again it s annoying and then when you try to call no one want to help you resolve your issue i can t wait until my man get out,Yes,Input and Control Issues (INPUT)
,Lalaone2,Awaiting approval?,"First I was able to receive our emails after the inmate synced . Now Iâ€™m getting emails waiting for them to approve, he synced yesterday and today I have not received them ! What kind of crap is this? Before I would receive them at least within 5 hours of syncing, now my messages are taking more than a day to send?! This needs to be fixed !",1,first i wa able to receive our email after the inmate synced now i m getting email waiting for them to approve he synced yesterday and today i have not received them what kind of crap is this before i would receive them at least within hour of syncing now my message are taking more than a day to send this need to be fixed,Yes,UI Accessibility Issues (UI)
,dippn2it,Keeps saying update to 3.0,The app was fine up until Wednesday 10-31-18 now from the app it keeps prompting me to update to 3.0 version where as though Iâ€™ve updated i canâ€™t log in. When i go to the website in general it allows me to type emails and the credits are going through everytime i hit send so i donâ€™t know wth is going on i was liking the app for a week itâ€™s convenient but this glitch needs to be fixed ASAP what ever the version 3.0 is i really donâ€™t want if itâ€™s gonna do this in the future. Please get this app together fast,1,the app wa fine up until wednesday now from the app it keep prompting me to update to version where a though i ve updated i can t log in when i go to the website in general it allows me to type email and the credit are going through everytime i hit send so i don t know wth is going on i wa liking the app for a week it s convenient but this glitch need to be fixed asap what ever the version is i really don t want if it s gonna do this in the future please get this app together fast,Yes,UI Accessibility Issues (UI)
,BLTJ080218,App is poop,App keeps saying update wonâ€™t allow me to log in itâ€™s been updated,1,app keep saying update won t allow me to log in it s been updated,Yes,UI Accessibility Issues (UI)
,Smarter than I think,Updated 3.0,"I updated the application to 3.0 and now it will not work...it keeps giving me a message that I need to update to the latest version, at a loss on how to make it work.frustrated, hence the 1 star",1,i updated the application to and now it will not workit keep giving me a message that i need to update to the latest version at a loss on how to make it workfrustrated hence the star,Yes,UI Accessibility Issues (UI)
,yhalley,Not working with update,Itâ€™s been telling me to update my app and I did . Itâ€™s still saying update. Before I can use it !!! Pissing me off frfr. Why even update it if it still isnâ€™t working.,1,it s been telling me to update my app and i did it s still saying update before i can use it pissing me off frfr why even update it if it still isn t working,Yes,UI Accessibility Issues (UI)
,x7977,What is up with the new update thing,It keeps saying update then I do and it goes right back to the same thing is anyone else having this problem it isnâ€™t letting me get on at all but rather then that it never had no problems but on my android it used to delete my whole paragraphs I had and I would have to start all over but never happen on my iPhone,1,it keep saying update then i do and it go right back to the same thing is anyone else having this problem it isn t letting me get on at all but rather then that it never had no problem but on my android it used to delete my whole paragraph i had and i would have to start all over but never happen on my iphone,Yes,UI Accessibility Issues (UI)
,JessicaDaniels,Horrible,"So now I canâ€™t log in to my app because there is supposedly a new version thatâ€™s better than before... THATS A LIE!! This app should update automatically through the App Store. But instead, I keep getting sent from the Update Now screen to the App Store and the App Store says Iâ€™m updated and gives me the option to open it but low and behold as soon as I choose to open the app, Iâ€™m right back at square one and itâ€™s telling me to update the app. So I try to log in through the internet and wouldnâ€™t you know my log in and password are incorrect. So I have my information sent to my email and Iâ€™ve been waiting 30 minutes for my username to be sent. 
 And trust that my one star is only because I HAD to leave at least one star to write a review.",1,so now i can t log in to my app because there is supposedly a new version that s better than before thats a lie this app should update automatically through the app store but instead i keep getting sent from the update now screen to the app store and the app store say i m updated and give me the option to open it but low and behold a soon a i choose to open the app i m right back at square one and it s telling me to update the app so i try to log in through the internet and wouldn t you know my log in and password are incorrect so i have my information sent to my email and i ve been waiting minute for my username to be sent and trust that my one star is only because i had to leave at least one star to write a review,Yes,UI Accessibility Issues (UI)
,robboh 55,Update,"I received a message to upgrade to the 3.0.0 version but it wonâ€™t allow me to update. Every time I try to update, it takes me directly to my sign on screen and when I try to login with my code Iâ€™m taken directly back to the update screen. Very frustrating!!!",1,i received a message to upgrade to the version but it won t allow me to update every time i try to update it take me directly to my sign on screen and when i try to login with my code i m taken directly back to the update screen very frustrating,Yes,UI Accessibility Issues (UI)
,pixiemae1967,Bad,"This app wont even do the update and i have an i phone , plus to get a new acct , I CANT wont let me finish it cant get passed the username and password bs!!!!!! How am I supposed to deposit money for phone calls? Very frustrating",1,this app wont even do the update and i have an i phone plus to get a new acct i cant wont let me finish it cant get passed the username and password b how am i supposed to deposit money for phone call very frustrating,Yes,UI Accessibility Issues (UI)
,Joy2ThaWorld,New version doesnâ€™t work!,"Still saying the app needs to be updated after updating. You guys need a new developer to handle this application. Period. Creating a feasible, working code without bugs and defects isnâ€™t that difficult in 2018.",1,still saying the app need to be updated after updating you guy need a new developer to handle this application period creating a feasible working code without bug and defect isn t that difficult in,Yes,UI Accessibility Issues (UI)
,teriweaver,Network gtl,"Omg it says to upgrade to new app version 3.0.0
 So I did and now it just keeps saying that. It wonâ€™t let me put my pass code in ect ect now I turned my phone off few min then on again same thing . Canâ€™t get in . Then like a dummy I deleted the app and then redown loaded it and all my info n text n pics gone! ðŸ˜±
 Oh my now what?ðŸ™„ðŸ¤¯
 Teri weaver 
 Howard co. 
 Kokomo in",1,omg it say to upgrade to new app version so i did and now it just keep saying that it won t let me put my pas code in ect ect now i turned my phone off few min then on again same thing can t get in then like a dummy i deleted the app and then redown loaded it and all my info n text n pic gone oh my now what teri weaver howard co kokomo in,Yes,UI Accessibility Issues (UI)
,Diamond Doll Princezz,Not Working,I been using this app for almost two years and it worked just great! Until yesterday that it had me update the app to 3.0 after I updated now that I tried to log in it says my app needs to be updated when itâ€™s already up to date. What is going on @ConnectNetwork,1,i been using this app for almost two year and it worked just great until yesterday that it had me update the app to after i updated now that i tried to log in it say my app need to be updated when it s already up to date what is going on connectnetwork,Yes,UI Accessibility Issues (UI)
,unhappy user damnit,Horrible app,"I hate I have too give this app one star. Let me start with the good in Iâ€™m thankful for that . Yes it does get you connect with your love ones . HOWEVER, Seriously it runs so slow. you donâ€™t even know when you got a new message. If you forget your password / username it literally takes 24hur for then too send a rest . And too top it all off it takes at least 48hurs before they even get the emails . Honestly I just really hate everything about this app. It needs too be updated and prices lower damnit itâ€™s just emailing ðŸ™„. 
 
 Ps: in I called in to get asst. w the password reset the attitude I got from the rep. Omg rude , careless n rushing me off the phone. I understand the people we are trying to connect with mean nothing too you all but understand they are loved. They are our loved ones we care please be more kind thank you.",1,i hate i have too give this app one star let me start with the good in i m thankful for that yes it doe get you connect with your love one however seriously it run so slow you don t even know when you got a new message if you forget your password username it literally take hur for then too send a rest and too top it all off it take at least hurs before they even get the email honestly i just really hate everything about this app it need too be updated and price lower damnit it s just emailing p in i called in to get asst w the password reset the attitude i got from the rep omg rude careless n rushing me off the phone i understand the people we are trying to connect with mean nothing too you all but understand they are loved they are our loved one we care please be more kind thank you,Yes,Navigation and Interaction Problems (NAV)
,fawbak,Needs bug fixes and canâ€™t login.,"I have sent numerous credits to someone, but they cannot use them. So the money I spent on credits was basically useless. I can send messages, but they canâ€™t reply back. It shows credits on their end, but after typing an entire email it fails to let them send it. Also the screen only shows parts of things. Like certain words and images are text characters are missing almost like the app needs bug fixes. Itâ€™s very glitchy and the notifications arenâ€™t anywhere near accurate in terms of the time I receive them from when they were sent. Iâ€™ve tried re installing the app but no difference. I also had to create a new username because no matter how many attempts to login with correct password, it says its wrong. The App NEEDS WORK!!",1,i have sent numerous credit to someone but they cannot use them so the money i spent on credit wa basically useless i can send message but they can t reply back it show credit on their end but after typing an entire email it fails to let them send it also the screen only show part of thing like certain word and image are text character are missing almost like the app need bug fix it s very glitchy and the notification aren t anywhere near accurate in term of the time i receive them from when they were sent i ve tried re installing the app but no difference i also had to create a new username because no matter how many attempt to login with correct password it say it wrong the app need work,Yes,UI Accessibility Issues (UI)
,cprice127,Well..,"I downloaded the app about 6 months ago, I loved it and it worked wonderful, as of the update the other day it has not given me he option to send my inmate credits for him to message me back. Iâ€™ve tried to get ahold of the GTL customer service and I have gotten NO HELP. 
 I am very frustrated.",1,i downloaded the app about month ago i loved it and it worked wonderful a of the update the other day it ha not given me he option to send my inmate credit for him to message me back i ve tried to get ahold of the gtl customer service and i have gotten no help i am very frustrated,Yes,UI Accessibility Issues (UI)
,mspooh_24,TERRIBLE ðŸ˜¡ðŸ˜¡,I can't get in the app!! Tells me my password is wrong when I reset says username doesn't exist. Try to re create says username already used.,1,i cant get in the app tell me my password is wrong when i reset say username doesnt exist try to re create say username already used,Yes,Input and Control Issues (INPUT)
,misstatianna,Brah,"This app/service is the most annoying thing ever!! Took a week to get an account set up... Let that sink in, and now I can't add an inmate. Been trying for 2 days. Email them, yea no response. Waste of time and I can't find any other way to get the pay card set up so they can buy minutes and call out. Effin useless ðŸ™„",1,this appservice is the most annoying thing ever took a week to get an account set up let that sink in and now i cant add an inmate been trying for day email them yea no response waste of time and i cant find any other way to get the pay card set up so they can buy minute and call out effin useless,Yes,Navigation and Interaction Problems (NAV)
,Annoynomous302,Help!!!,I can't seem to figure out why I can't access my messages or funds from the app.I have to constantly sign into the website.And the app isn't remembering my username and password.,1,i cant seem to figure out why i cant access my message or fund from the appi have to constantly sign into the websiteand the app isnt remembering my username and password,Yes,UI Accessibility Issues (UI)
,K. Nae,Needs to be fixed,The app worked for about 2 days. It never remembers my user name and when I put in my user name and password it says my user name is not registered. When I give it a couple hours and sign it with the SAME username it goes through. The creators of this app need to do some fixing ASAP!!,1,the app worked for about day it never remembers my user name and when i put in my user name and password it say my user name is not registered when i give it a couple hour and sign it with the same username it go through the creator of this app need to do some fixing asap,Yes,UI Accessibility Issues (UI)
,Purple & Pink Butterfly,Not a good app.,"Go to sign in then goes back to log in screen again then have to log in again, Need to fix....Then I think it is ridiculous that you get charged $7.95 every time you add money to your phone account and the minimum amount is $25.00 that they allow you to add to your phone account. Then I was told a call would be $3.04 plus tax,an the tax is .24 but when I go on my phone account I am also getting charged for a call usage of $2.80 which totals $6.08 for 20 min phone call.... Scam. not wanting to rate app at this time but don't have choice....",1,go to sign in then go back to log in screen again then have to log in again need to fixthen i think it is ridiculous that you get charged every time you add money to your phone account and the minimum amount is that they allow you to add to your phone account then i wa told a call would be plus taxan the tax is but when i go on my phone account i am also getting charged for a call usage of which total for min phone call scam not wanting to rate app at this time but dont have choice,Yes,Input and Control Issues (INPUT)
,Drknlvly777,Hardly Works,This app would be great if it works! It never lets me in and doesn't remember my username. Please fix all the bugs and screen issues as well,1,this app would be great if it work it never let me in and doesnt remember my username please fix all the bug and screen issue a well,Yes,UI Accessibility Issues (UI)
,Yaneli Riveraa,Can't Login!,I have no problem picking up calls but I do have a problem logging in to check how much money I have left! It says that either my username or password is invalid!,1,i have no problem picking up call but i do have a problem logging in to check how much money i have left it say that either my username or password is invalid,Yes,Input and Control Issues (INPUT)
,Cruehead39,Everything is slow except taking money!,"I have sent multiple messages that have taken days to get delivered. Unfortunately with no job due to the Covid quarantine I canâ€™t afford to keep paying the outrageous FEES and costs of the phone calls. Messages are the cheapest options but they donâ€™t away send and if they say they do my loved one isnâ€™t always receiving them. Not receiving any â€œrejectionâ€ messages because I donâ€™t send inappropriate things, just trying to keep up with day to say life to keep both our spirits up being apart. Itâ€™s very frustrating, this is a scary time to have someone incarcerated and not being able to connect with them when weâ€™re paying these fees and costs is ridiculous. My app doesnâ€™t have the â€œrequest callâ€ option. Iâ€™ve sent money to the trust account that doesnâ€™t always get credited on his end as well and get told â€œsorryâ€ after waiting on hold for an hour when I called. Now he is no longer receiving 2 free calls a week so communication is going to get less and less.",2,i have sent multiple message that have taken day to get delivered unfortunately with no job due to the covid quarantine i can t afford to keep paying the outrageous fee and cost of the phone call message are the cheapest option but they don t away send and if they say they do my loved one isn t always receiving them not receiving any rejection message because i don t send inappropriate thing just trying to keep up with day to say life to keep both our spirit up being apart it s very frustrating this is a scary time to have someone incarcerated and not being able to connect with them when we re paying these fee and cost is ridiculous my app doesn t have the request call option i ve sent money to the trust account that doesn t always get credited on his end a well and get told sorry after waiting on hold for an hour when i called now he is no longer receiving free call a week so communication is going to get less and less,Yes,UI Accessibility Issues (UI)
,BLeeconley,WAS GREAT,"This app WAS great, up until about 2-3 months ago and I have been using app since at least 2016 sometime. 
 I can NOT even get a correct BALANCE NOW when I try to see without going through the whole internet via phone or computer. Which is a longer process. I am NOT new to GTL Iâ€™ve FAITHFULLY (weekly or daily paying money)used service ALONE since 2012. And even before then this app WAS a great addition for me and unfortunately NOW it is wasted space on my screen. I either canâ€™t scroll up to the NO THANK YOU part to click it or MY BALANCE SAYS I have money in it and there IS NOT ENOUGH FOR A CALL. 
 I would just like it fixed.
 If it helps I am Ana iPhone user, and am not using â€œdark modeâ€thank you",2,this app wa great up until about month ago and i have been using app since at least sometime i can not even get a correct balance now when i try to see without going through the whole internet via phone or computer which is a longer process i am not new to gtl i ve faithfully weekly or daily paying moneyused service alone since and even before then this app wa a great addition for me and unfortunately now it is wasted space on my screen i either can t scroll up to the no thank you part to click it or my balance say i have money in it and there is not enough for a call i would just like it fixed if it help i am ana iphone user and am not using dark mode thank you,Yes,UI Accessibility Issues (UI)
,MCB1223,No menu for messages?,"I know the facility my loved one is at indeed offers the messaging service within this site, as other inmates are using it. The only thing mine gives me the option to do is add money onto my loved ones trust fund, which I did again today (I did it online over a week ago as well and he got to use it today finally (now that heâ€™s in the unit heâ€™s in). I downloaded the app for the purpose of the messaging service and photo sharing capabilities. I donâ€™t see this being an option on the app I downloaded.",2,i know the facility my loved one is at indeed offer the messaging service within this site a other inmate are using it the only thing mine give me the option to do is add money onto my loved one trust fund which i did again today i did it online over a week ago a well and he got to use it today finally now that he s in the unit he s in i downloaded the app for the purpose of the messaging service and photo sharing capability i don t see this being an option on the app i downloaded,Yes,Navigation and Interaction Problems (NAV)
,amanns33,Works 20% of the time,"Watch out when purchasing credits, it will appear as tho you haven't purchased, which will make u think to hit submit again and that's how they get you. Also, the messages can take days to approve sometimes and good luck sending a pic. It seems to crash everytime I try. Unfortunately we pretty much have to take it if we want to communicate with our loved ones other than through snail mail.
 This would be a beautiful thing, specially during covid if only it worked as intended.",2,watch out when purchasing credit it will appear a tho you havent purchased which will make u think to hit submit again and thats how they get you also the message can take day to approve sometimes and good luck sending a pic it seems to crash everytime i try unfortunately we pretty much have to take it if we want to communicate with our loved one other than through snail mail this would be a beautiful thing specially during covid if only it worked a intended,Yes,UI Accessibility Issues (UI)
,None Bye,Preview App,In App preview page to review what the app looks like is a fraud ! You donâ€™t get to any of the options when it comes to sending a text / receiving. You canâ€™t go NO where in this app to find it and also donâ€™t worry about making changes or try to make changes to update your information this you canâ€™t do as well ! This app is only good for adding money to your love one account so that they can call !!! You can add a new number / cc information!!!,2,in app preview page to review what the app look like is a fraud you don t get to any of the option when it come to sending a text receiving you can t go no where in this app to find it and also don t worry about making change or try to make change to update your information this you can t do a well this app is only good for adding money to your love one account so that they can call you can add a new number cc information,Yes,Navigation and Interaction Problems (NAV)
,concerned itritated customer,Information missing,Before this app was updated the other day it was working fine now that it updated I can no longer add money to my advance pay account and both of my my phone numbers are not visible my cards were deleted with the exception of one and I want to know why I canâ€™t add money to my advance pay account and where did my phone numbers go that were listed on here that have been for the past 6 months,2,before this app wa updated the other day it wa working fine now that it updated i can no longer add money to my advance pay account and both of my my phone number are not visible my card were deleted with the exception of one and i want to know why i can t add money to my advance pay account and where did my phone number go that were listed on here that have been for the past month,Yes,UI Accessibility Issues (UI)
,Larenzo B.,Notifications !!!,Please update this app to where we can have real time notifications when we receive messages ... Iâ€™ve received messages and didnâ€™t respond until 2 days later because I did not know a message was there ... Please make it to where this is like a text message or any other messaging system where there are notifications that pop up to your phone ...,2,please update this app to where we can have real time notification when we receive message i ve received message and didn t respond until day later because i did not know a message wa there please make it to where this is like a text message or any other messaging system where there are notification that pop up to your phone,Yes,UI Accessibility Issues (UI)
